bin_id	sample_id	classification	mag_path	gtdb_file	Bin Id	Completeness	Contamination	quality_score
UHM1210.23070_R.bin.95	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.95.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.95	93.29	0.0	93.29
UHM979.41089_R.bin.1	UHM979.41089	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.41089/bins/UHM979.41089_R.bin.1.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.41089/gtdbtk.bac120.summary.tsv	UHM979.41089_R.bin.1	96.64	0.67	93.29
UHM899.23043_R.bin.56	UHM899.23043	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM899.23043/bins/UHM899.23043_R.bin.56.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM899.23043/gtdbtk.bac120.summary.tsv	UHM899.23043_R.bin.56	97.72	0.89	93.27
UHM978.23063_R.bin.34	UHM978.23063	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM978.23063/bins/UHM978.23063_R.bin.34.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM978.23063/gtdbtk.bac120.summary.tsv	UHM978.23063_R.bin.34	95.97	0.56	93.17
UHM1225.41101_R.bin.138	UHM1225.41101	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.41101/bins/UHM1225.41101_R.bin.138.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.41101/gtdbtk.bac120.summary.tsv	UHM1225.41101_R.bin.138	94.63	0.34	92.92999999999999
UHM1225.23071_R.bin.97	UHM1225.23071	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Negativibacillus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.23071/bins/UHM1225.23071_R.bin.97.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.23071/gtdbtk.bac120.summary.tsv	UHM1225.23071_R.bin.97	93.96	0.22	92.86
UHM893.41075_R.bin.42	UHM893.41075	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM893.41075/bins/UHM893.41075_R.bin.42.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM893.41075/gtdbtk.bac120.summary.tsv	UHM893.41075_R.bin.42	95.97	0.67	92.62
UHM1228.41102_R.bin.58	UHM1228.41102	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.41102/bins/UHM1228.41102_R.bin.58.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.41102/gtdbtk.bac120.summary.tsv	UHM1228.41102_R.bin.58	94.22	0.34	92.52
UHM467.23049_R.bin.2	UHM467.23049	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM467.23049/bins/UHM467.23049_R.bin.2.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM467.23049/gtdbtk.bac120.summary.tsv	UHM467.23049_R.bin.2	92.45	0.0	92.45
STP248.12601_R.bin.109	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.109.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.109	96.46	0.81	92.41
UHM1171.23069_R.bin.99	UHM1171.23069	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.23069/bins/UHM1171.23069_R.bin.99.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.23069/gtdbtk.bac120.summary.tsv	UHM1171.23069_R.bin.99	95.75	0.67	92.4
STP572.12604_R.bin.109	STP572.12604	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Merdimmobilis;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP572.12604/bins/STP572.12604_R.bin.109.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP572.12604/gtdbtk.bac120.summary.tsv	STP572.12604_R.bin.109	92.39	0.0	92.39
UHM899.23043_R.bin.145	UHM899.23043	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM899.23043/bins/UHM899.23043_R.bin.145.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM899.23043/gtdbtk.bac120.summary.tsv	UHM899.23043_R.bin.145	97.28	1.02	92.18
UHM979.41089_R.bin.64	UHM979.41089	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.41089/bins/UHM979.41089_R.bin.64.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.41089/gtdbtk.bac120.summary.tsv	UHM979.41089_R.bin.64	96.98	0.96	92.18
UHM298.41072_R.bin.110	UHM298.41072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM298.41072/bins/UHM298.41072_R.bin.110.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM298.41072/gtdbtk.bac120.summary.tsv	UHM298.41072_R.bin.110	97.32	1.04	92.11999999999999
UHM1171.41104_R.bin.139	UHM1171.41104	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.41104/bins/UHM1171.41104_R.bin.139.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.41104/gtdbtk.bac120.summary.tsv	UHM1171.41104_R.bin.139	93.62	0.31	92.07000000000001
UHM1327.41103_R.bin.149	UHM1327.41103	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1327.41103/bins/UHM1327.41103_R.bin.149.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1327.41103/gtdbtk.bac120.summary.tsv	UHM1327.41103_R.bin.149	92.02	0.0	92.02
UHM989.23064_R.bin.99	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.99.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.99	98.66	1.34	91.96
UHM1210.41100_R.bin.184	UHM1210.41100	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hydrogenoanaerobacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.41100/bins/UHM1210.41100_R.bin.184.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.41100/gtdbtk.bac120.summary.tsv	UHM1210.41100_R.bin.184	98.66	1.34	91.96
UHM973.23044_R.bin.17	UHM973.23044	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM973.23044/bins/UHM973.23044_R.bin.17.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM973.23044/gtdbtk.bac120.summary.tsv	UHM973.23044_R.bin.17	91.95	0.0	91.95
UHM989.41093_R.bin.130	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.130.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.130	95.3	0.67	91.95
STP572.12604_R.bin.22	STP572.12604	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Fimivivens;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP572.12604/bins/STP572.12604_R.bin.22.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP572.12604/gtdbtk.bac120.summary.tsv	STP572.12604_R.bin.22	93.53	0.34	91.83
UHM1073.41096_R.bin.100	UHM1073.41096	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1073.41096/bins/UHM1073.41096_R.bin.100.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1073.41096/gtdbtk.bac120.summary.tsv	UHM1073.41096_R.bin.100	94.97	0.67	91.62
UHM1228.23072_R.bin.118	UHM1228.23072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.23072/bins/UHM1228.23072_R.bin.118.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.23072/gtdbtk.bac120.summary.tsv	UHM1228.23072_R.bin.118	91.61	0.0	91.61
UHM45.10838_R.bin.32	UHM45.10838	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Massiliimalia;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM45.10838/bins/UHM45.10838_R.bin.32.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM45.10838/gtdbtk.bac120.summary.tsv	UHM45.10838_R.bin.32	96.64	1.01	91.59
UHM1210.23070_R.bin.109	UHM1210.23070	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1210.23070/bins/UHM1210.23070_R.bin.109.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1210.23070/gtdbtk.bac120.summary.tsv	UHM1210.23070_R.bin.109	96.98	1.09	91.53
UHM892.41074_R.bin.181	UHM892.41074	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__Ruthenibacterium sp009929695	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM892.41074/bins/UHM892.41074_R.bin.181.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM892.41074/gtdbtk.bac120.summary.tsv	UHM892.41074_R.bin.181	94.9	0.68	91.5
UHM1225.23071_R.bin.134	UHM1225.23071	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.23071/bins/UHM1225.23071_R.bin.134.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.23071/gtdbtk.bac120.summary.tsv	UHM1225.23071_R.bin.134	93.18	0.34	91.48
UHM1225.23071_R.bin.157	UHM1225.23071	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.23071/bins/UHM1225.23071_R.bin.157.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.23071/gtdbtk.bac120.summary.tsv	UHM1225.23071_R.bin.157	97.99	1.34	91.28999999999999
UHM1073.23039_R.bin.101	UHM1073.23039	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1073.23039/bins/UHM1073.23039_R.bin.101.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1073.23039/gtdbtk.bac120.summary.tsv	UHM1073.23039_R.bin.101	96.31	1.01	91.26
UHM1225.41101_R.bin.58	UHM1225.41101	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.41101/bins/UHM1225.41101_R.bin.58.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.41101/gtdbtk.bac120.summary.tsv	UHM1225.41101_R.bin.58	94.55	0.67	91.2
UHM984.41091_R.bin.208	UHM984.41091	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAGPHI01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM984.41091/bins/UHM984.41091_R.bin.208.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM984.41091/gtdbtk.bac120.summary.tsv	UHM984.41091_R.bin.208	91.5	0.06	91.2
UHM1080.23066_R.bin.75	UHM1080.23066	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1080.23066/bins/UHM1080.23066_R.bin.75.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1080.23066/gtdbtk.bac120.summary.tsv	UHM1080.23066_R.bin.75	97.99	1.36	91.19
UHM1073.23039_R.bin.123	UHM1073.23039	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1073.23039/bins/UHM1073.23039_R.bin.123.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1073.23039/gtdbtk.bac120.summary.tsv	UHM1073.23039_R.bin.123	91.39	0.06	91.09
UHM1228.23072_R.bin.11	UHM1228.23072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.23072/bins/UHM1228.23072_R.bin.11.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.23072/gtdbtk.bac120.summary.tsv	UHM1228.23072_R.bin.11	95.41	0.89	90.96
UHM989.41093_R.bin.207	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Soleaferrea;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.207.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.207	97.65	1.34	90.95
UHM1110.23068_R.bin.39	UHM1110.23068	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1110.23068/bins/UHM1110.23068_R.bin.39.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1110.23068/gtdbtk.bac120.summary.tsv	UHM1110.23068_R.bin.39	90.94	0.0	90.94
UHM896.23052_R.bin.301	UHM896.23052	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Pygmaiobacter;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM896.23052/bins/UHM896.23052_R.bin.301.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM896.23052/gtdbtk.bac120.summary.tsv	UHM896.23052_R.bin.301	94.56	0.74	90.86
UHM1171.23069_R.bin.219	UHM1171.23069	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.23069/bins/UHM1171.23069_R.bin.219.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.23069/gtdbtk.bac120.summary.tsv	UHM1171.23069_R.bin.219	90.82	0.0	90.82
UHM967.23060_R.bin.120	UHM967.23060	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM967.23060/bins/UHM967.23060_R.bin.120.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM967.23060/gtdbtk.bac120.summary.tsv	UHM967.23060_R.bin.120	96.64	1.17	90.79
UHM979.41089_R.bin.149	UHM979.41089	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM979.41089/bins/UHM979.41089_R.bin.149.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM979.41089/gtdbtk.bac120.summary.tsv	UHM979.41089_R.bin.149	92.46	0.34	90.75999999999999
UHM1110.41099_R.bin.212	UHM1110.41099	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1110.41099/bins/UHM1110.41099_R.bin.212.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1110.41099/gtdbtk.bac120.summary.tsv	UHM1110.41099_R.bin.212	94.09	0.67	90.74000000000001
UHM1225.23071_R.bin.59	UHM1225.23071	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.23071/bins/UHM1225.23071_R.bin.59.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.23071/gtdbtk.bac120.summary.tsv	UHM1225.23071_R.bin.59	93.96	0.67	90.61
STP248.12601_R.bin.68	STP248.12601	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/STP248.12601/bins/STP248.12601_R.bin.68.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/STP248.12601/gtdbtk.bac120.summary.tsv	STP248.12601_R.bin.68	93.96	0.67	90.61
UHM989.23064_R.bin.51	UHM989.23064	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.23064/bins/UHM989.23064_R.bin.51.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.23064/gtdbtk.bac120.summary.tsv	UHM989.23064_R.bin.51	94.22	0.74	90.52
UHM1225.23071_R.bin.80	UHM1225.23071	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.23071/bins/UHM1225.23071_R.bin.80.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.23071/gtdbtk.bac120.summary.tsv	UHM1225.23071_R.bin.80	94.41	0.78	90.50999999999999
UHM982.41090_R.bin.167	UHM982.41090	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM982.41090/bins/UHM982.41090_R.bin.167.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM982.41090/gtdbtk.bac120.summary.tsv	UHM982.41090_R.bin.167	92.06	0.34	90.36
UHM1171.23069_R.bin.176	UHM1171.23069	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAHHTP01;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1171.23069/bins/UHM1171.23069_R.bin.176.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1171.23069/gtdbtk.bac120.summary.tsv	UHM1171.23069_R.bin.176	93.62	0.67	90.27000000000001
UHM897.23053_R.bin.41	UHM897.23053	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM897.23053/bins/UHM897.23053_R.bin.41.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM897.23053/gtdbtk.bac120.summary.tsv	UHM897.23053_R.bin.41	96.89	1.34	90.19
UHM892.41074_R.bin.68	UHM892.41074	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM892.41074/bins/UHM892.41074_R.bin.68.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM892.41074/gtdbtk.bac120.summary.tsv	UHM892.41074_R.bin.68	91.28	0.22	90.18
UHM1073.23039_R.bin.46	UHM1073.23039	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA866;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1073.23039/bins/UHM1073.23039_R.bin.46.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1073.23039/gtdbtk.bac120.summary.tsv	UHM1073.23039_R.bin.46	94.63	0.89	90.17999999999999
UHM1225.41101_R.bin.28	UHM1225.41101	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1225.41101/bins/UHM1225.41101_R.bin.28.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1225.41101/gtdbtk.bac120.summary.tsv	UHM1225.41101_R.bin.28	93.51	0.67	90.16000000000001
UHM989.41093_R.bin.156	UHM989.41093	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruthenibacterium;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM989.41093/bins/UHM989.41093_R.bin.156.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM989.41093/gtdbtk.bac120.summary.tsv	UHM989.41093_R.bin.156	95.24	1.04	90.03999999999999
UHM1228.41102_R.bin.51	UHM1228.41102	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__RGIG3102;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.41102/bins/UHM1228.41102_R.bin.51.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.41102/gtdbtk.bac120.summary.tsv	UHM1228.41102_R.bin.51	93.29	0.67	89.94000000000001
UHM1228.23072_R.bin.71	UHM1228.23072	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Anaerotruncus;s__	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results/UHM1228.23072/bins/UHM1228.23072_R.bin.71.fa	/bigdata/stajichlab/shared/projects/Herptile/Metagenome/Fecal/results_bins_gtkdb/UHM1228.23072/gtdbtk.bac120.summary.tsv	UHM1228.23072_R.bin.71	96.64	1.34	89.94
